Geneid	dukeepi1513rep2	dukeepi1513rep3	dukeepi1930rep2	dukeepi1930rep3	dukeepi3169rep2	dukeepi3169rep3	dukeepi3949rep2	dukeepi3949rep3	dukeepi4000rep2	dukeepi4000rep3	dukeepi1046cap2	dukeepi2213cap1	dukeepi2213cap2	dukeepi2638cap1	dukeepi2953cap1	dukeepi2953cap2	dukeepi1895rep1	dukeepi1895rep2	dukeepi2948rep1	dukeepi2948rep2	dukeepi3956rep1	dukeepi3956rep2
FAM110D	0	2	8	6	2	10	0	1	0	0	2	1	6	3	1	0	0	0	5	0	0	0
ZNF593	0	0	2	0	2	0	0	2	0	5	0	2	1	7	1	0	0	0	0	0	0	0
RP11-96L14.7	1	0	0	2	1	6	0	0	0	1	3	0	10	1	0	0	0	0	0	0	0	0
CNKSR1	6	15	2	48	23	49	15	32	43	65	49	2	144	16	10	151	0	1	0	2	1	0
CATSPER4	0	1	0	0	1	2	0	0	0	0	6	0	0	1	4	0	1	1	0	2	0	0
RP11-231P20.2	47	51	121	92	40	106	32	46	29	35	46	71	41	38	103	81	9	13	1	11	4	5
CEP85	1914	1223	1791	1660	3176	2847	2525	1376	1301	975	1038	1287	807	965	1714	988	49	31	37	739	10	42
RP11-231P20.3	0	0	0	3	3	2	0	0	13	4	7	0	4	3	16	0	0	0	0	16	0	0
SH3BGRL3	10222	11263	11307	11344	15693	15521	23447	16468	8122	8484	14672	9915	8475	25062	11067	12480	30	29	23	593	13	19
UBXN11	1467	3301	783	1403	3504	8495	1439	3282	546	2371	4149	3284	2836	3180	3909	5057	9	5	5	11	5	13
CD52	163	119	23	39	106	87	150	96	277	155	211	105	164	50	318	328	14	3	1	71	5	10
AIM1L	0	1	0	0	0	0	0	2	0	0	6	2	5	3	1	6	0	1	0	0	1	1
RP11-569G9.7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF683	0	0	0	0	0	0	0	1	0	2	0	0	0	26	1	1	0	0	0	3	0	0
LIN28A	0	1	5	1	6	4	8	3	1	7	21	54	9	21	7	11	23	3	0	3	0	0
DHDDS	2515	2542	3144	1565	4395	4501	4301	3075	1920	1874	1671	1267	2122	2100	1703	1938	83	81	28	1024	82	66
RP3-476K8.4	0	11	0	2	2	0	0	4	2	0	2	0	1	1	2	0	0	0	0	0	0	0
RP3-476K8.3	6	7	0	0	0	11	15	18	25	23	0	14	2	2	0	0	12	4	0	10	0	1
HMGN2	24473	26907	28146	29530	38233	44955	19887	17510	21573	22594	20458	23791	21014	11487	25518	29052	19903	16033	18710	8976	30127	31070
RP11-492M19.1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
RPS6KA1	159	159	205	76	116	217	87	123	63	99	111	1	47	93	6	33	2	1	0	11	1	4
MIR1976	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-492M19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-785J1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-968P14.2	1	0	66	0	15	14	36	28	28	20	0	0	94	0	0	0	0	10	0	2	1	4
ARID1A	4429	3628	5949	5335	8537	8506	6287	4273	3828	3137	3772	2296	3959	3797	2735	3551	3524	3373	3039	1712	3520	3575
PIGV	891	961	1297	1098	2237	1771	1626	834	619	519	593	392	303	708	416	383	554	411	359	497	644	383
ZDHHC18	193	279	258	470	432	890	360	382	158	365	541	279	479	373	601	630	1	2	11	51	0	5
SFN	0	2	0	0	0	0	0	2	2	2	19	5	6	2	3	2	0	0	0	0	0	0
RP1-50O24.6	59	39	67	52	135	73	41	41	37	46	50	49	127	85	57	105	14	11	16	28	21	28
GPN2	311	445	113	412	455	648	320	229	221	313	343	248	422	176	507	155	8	0	1	80	1	1
GPATCH3	282	486	233	132	834	1127	344	379	278	319	429	491	518	377	641	615	0	0	6	14	0	3
RP1-50O24.8	8	0	0	0	4	0	7	1	7	5	0	0	8	0	0	2	0	0	0	0	0	0
NUDC	4626	5763	5001	6108	7499	12891	3116	4715	1808	4229	5768	5455	5225	5791	5099	6225	34	8	17	887	40	51
NR0B2	45	33	0	21	67	90	2	10	1	19	0	0	52	2	60	0	0	0	0	0	0	0
C1orf172	6	20	6	0	29	31	7	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0
RP11-344H11.4	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	5	0	0	0	0	0	0
RP11-344H11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSTCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRNP1	618	523	724	593	877	1002	580	416	556	486	628	929	820	806	1052	584	687	498	564	188	899	609
FAM46B	0	2	0	0	12	17	2	4	6	0	2	1	26	3	1	1	0	0	0	2	0	0
SLC9A1	717	1103	745	1258	1331	2201	865	937	670	1084	734	763	1070	1100	1210	798	13	8	4	149	9	3
RP11-40H20.5	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0
RP11-40H20.1	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0
RP11-40H20.2	1	1	2	1	4	2	0	1	4	0	0	0	4	0	0	1	1	0	0	4	0	0
SNRPEP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-40H20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
WDTC1	351	551	423	605	624	1538	240	463	230	464	666	533	684	468	556	625	10	4	10	53	4	6
RP11-4K3__A.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-4K3__A.3	78	146	124	158	197	456	61	113	43	79	9	13	6	72	0	39	103	96	46	140	315	113
TMEM222	3846	5161	2960	4785	7285	10639	4046	4233	1450	3158	3149	6120	3756	4571	5657	4950	9	6	5	47	15	9
RNU6-48	0	0	0	2	2	0	0	1	1	4	1	14	2	0	2	0	0	0	0	0	0	0
RP11-4K3__A.5	0	9	21	4	18	22	37	8	21	16	2	88	26	2	14	0	0	0	0	3	8	1
SYTL1	2	9	6	1	2	13	4	33	1	12	54	19	22	7	125	29	0	0	0	1	0	0
MAP3K6	65	53	68	60	54	116	39	59	38	43	139	38	136	120	248	85	0	3	0	10	0	1
FCN3	0	0	2	1	7	3	10	10	0	13	0	0	0	1	1	14	0	0	0	1	2	1
CD164L2	0	0	0	0	0	2	7	8	0	1	34	3	2	2	1	0	0	0	0	0	1	0
RP1-144C9.2	0	0	24	2	0	1	12	5	0	0	14	0	1	32	0	0	0	0	0	1	0	0
GPR3	34	32	53	138	0	86	283	598	0	55	159	59	13	229	296	27	0	2	0	1	3	4
WASF2	1204	1880	3943	4472	1959	3734	2128	2897	637	1552	3508	1100	1262	2014	932	2155	363	228	96	259	375	325
RP4-752I6.1	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
RP1-159A19.4	10	21	24	23	37	36	36	20	21	16	33	106	86	119	0	77	0	0	0	5	0	0
AHDC1	389	552	538	751	736	1278	362	558	526	706	1198	1077	1284	749	720	1004	211	188	156	428	146	262
FGR	46	73	71	220	20	72	187	228	43	41	36	8	14	311	106	31	8	0	0	21	0	0
RP1-159A19.3	0	0	0	0	1	2	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0
RP11-288L9.1	10	24	13	0	34	37	6	13	6	12	0	0	5	5	2	0	5	0	0	1	0	3
IFI6	1413	5031	1482	3555	3195	11007	819	3314	1331	6592	7239	10150	10358	24193	11247	10382	6500	4988	6003	1622	9947	5740
RP11-288L9.4	0	2	7	4	5	8	1	1	0	8	6	0	28	0	1	0	3	4	0	0	0	2
CHMP1AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM76A	6977	7544	5649	5538	14627	16153	5903	4808	5473	5461	2397	4516	2604	2222	3031	3307	5447	4162	7071	8323	15862	4996
RP3-426I6.2	0	2	0	7	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0
RP3-426I6.3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
STX12	16718	14415	22607	15655	32510	27186	27489	18169	11402	8450	4626	3734	3887	6118	4594	6021	11600	11977	10996	8835	16467	14587
PPP1R8	2781	1630	2484	1669	5510	2815	3493	1298	2275	1272	980	1493	1420	1093	1171	1158	1671	1445	1476	883	2327	1511
SCARNA1	0	0	1	2	14	7	1	0	0	8	9	0	0	0	2	0	0	0	0	0	0	1
AL109927.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEMIS2	903	1315	560	636	2428	2435	1278	1028	812	797	1158	846	1183	986	1233	1079	56	49	32	170	21	43
RPA2	19905	15438	17055	11298	40062	30674	27905	14227	14893	9177	5891	5801	6027	7369	9668	10451	3442	2924	3298	6830	3637	3598
SMPDL3B	15	21	27	65	12	5	5	2	0	4	2	2	1	1	0	1	0	1	0	4	0	2
RP11-460I13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XKR8	45	126	627	336	274	315	326	198	160	40	148	255	231	588	6	635	10	1	0	47	2	1
EYA3	2348	2644	2977	3744	4341	8082	3584	3610	1980	2367	2098	1662	1540	2224	2173	2092	1475	1143	882	2168	627	1182
RP11-460I13.6	0	0	8	2	1	0	2	0	0	1	0	0	0	21	0	0	0	0	0	0	0	0
EYA3-IT1	3	0	9	10	0	11	0	4	0	5	0	0	1	0	0	0	2	0	0	0	0	0
RP5-1053E7.1	42	56	76	40	83	55	889	558	30	21	123	84	63	103	85	78	8	2	2	18	4	4
RP5-1053E7.2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RP5-1053E7.3	0	1	2	0	0	0	0	5	0	0	0	0	0	1	0	3	0	0	0	8	0	0
RNU7-29P	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
PTAFR	325	256	163	253	252	210	586	276	348	288	404	14	51	24	117	7	2	0	0	6	3	4
AL353354.1	88	47	52	60	121	86	98	56	49	33	26	61	59	59	41	53	27	15	17	43	32	33
DNAJC8	22817	16840	20432	13524	41003	33889	27080	15778	16213	11418	8665	8694	8788	9823	11138	11829	1655	1403	1175	12080	2088	1107
AL353354.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATPIF1	23847	24925	21213	20555	39485	46979	20477	17745	14886	21077	22452	26646	27192	30593	33550	35315	3066	2681	1600	1413	2828	2646
SESN2	292	253	584	388	915	971	542	466	397	286	586	522	501	625	409	259	7	2	5	19	1	3
MED18	855	665	719	764	1345	1231	873	618	400	401	418	303	113	600	245	283	13	13	16	457	4	8
PHACTR4	1198	913	1680	1600	1542	1706	1114	987	678	883	884	709	755	706	414	473	290	288	175	524	337	236
RP1-308E4.1	0	0	0	0	0	16	8	2	14	0	0	0	30	0	23	0	0	0	0	1	0	0
RCC1	205	165	291	40	292	255	381	190	209	100	249	431	183	91	2	212	6	9	2	26	0	11
SNHG3	1427	1303	1114	479	2596	2288	1073	598	1171	879	1399	1695	1858	779	2092	2447	190	146	64	491	148	96
SNORA73A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA73B	0	3	0	16	5	7	0	0	0	13	37	37	0	49	17	10	0	1	1	2	6	0
PRDX3P2	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRNAU1AP	1189	1307	1263	1834	2522	2296	1730	1100	1462	967	989	1002	1261	1395	1958	1643	186	237	177	514	371	182
SNHG12	246	398	217	350	473	608	268	199	204	345	666	385	757	793	799	1185	165	163	119	68	131	101
SNORD99	25	23	11	6	19	38	6	22	21	29	98	13	47	8	71	5	19	26	16	22	44	14
SNORA61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA16A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF12	1674	1640	2529	2148	3066	2707	3441	2073	1190	1194	1727	1017	995	2060	1698	1561	683	568	573	1274	1083	628
RAB42	0	1	0	0	25	0	0	1	0	1	3	5	2	2	7	1	0	0	0	2	0	3
RP11-442N24__B.1	18	15	94	55	35	40	47	20	39	24	4	0	44	16	2	67	3	8	15	14	4	4
RNU11	2	0	5	6	0	2	2	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0
GMEB1	744	790	554	683	2349	1950	1168	1063	671	666	147	400	243	465	73	447	317	286	254	632	493	254
SCARNA24	0	0	0	32	7	10	16	7	0	31	6	20	0	1	0	0	5	2	5	17	1	13
YTHDF2	9240	10998	11419	10613	18286	23635	11384	11458	5937	6145	3792	4419	4377	5066	4436	5980	5855	5302	7426	4574	9062	7641
OPRD1	23	7	0	15	9	62	6	31	14	34	6	58	29	2	2	2	0	1	2	0	2	0
RP1-212P9.2	213	240	206	251	552	418	249	209	244	177	228	194	215	199	322	382	102	81	73	149	100	99
RP1-212P9.3	2	4	1	2	2	7	1	0	1	2	3	2	0	1	0	2	0	0	0	3	0	0
EPB41	100	284	285	274	273	317	75	116	51	122	107	163	133	177	158	225	24	28	19	45	1	10
RP4-604A21.1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	3	0	0	0	1	0	0
TMEM200B	0	0	7	0	0	0	0	0	0	0	6	2	1	2	1	0	0	0	0	0	0	0
RP11-242O24.3	0	0	0	2	0	0	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0
SRSF4	1865	2601	3299	3515	3046	6419	2647	2751	1702	2445	2610	2653	2085	2167	1706	2853	1408	1257	938	811	1517	1561
RP11-242O24.5	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MECR	2272	2252	1086	1434	2952	3140	1898	1730	1187	1542	1963	699	1674	2432	2904	2843	22	27	22	287	15	17
RP11-467D18.2	0	0	0	0	12	3	2	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0
PTPRU	14	52	55	90	39	67	22	22	0	52	99	146	12	242	9	38	3	5	1	6	8	6
AL645859.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RP3-437I16.1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
AL139151.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-810H18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092265.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-656G21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AL645944.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-111I12.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1
RP5-893G23.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-357I16.1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
RP4-591L5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP4-591L5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MATN1	3	16	3	0	3	0	0	28	4	1	2	1	4	39	1	4	0	0	0	3	0	0
MATN1-AS1	2	23	0	14	0	2	17	0	1	13	1	0	8	3	0	1	0	1	2	2	2	2
LAPTM5	1347	2130	566	1228	767	1733	1377	2451	855	1891	1018	1146	449	1012	453	1313	8	7	18	15	5	6
MIR4420	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1125N11.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP1-65J11.1	57	86	179	30	77	73	73	43	88	26	54	75	13	54	99	0	14	24	15	12	0	33
RP1-65J11.5	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
SDC3	1303	1906	1938	2750	1005	1960	1132	1724	857	1982	2794	2520	2034	1513	2356	2019	159	127	76	318	185	289
PUM1	20926	15723	22523	13130	52272	38686	24092	12539	19570	13411	8427	10632	10576	6344	7311	10110	8171	6940	8268	12727	15261	9118
SNORD103A	0	0	1	0	5	0	3	0	0	0	1	0	0	0	0	6	1	0	0	0	0	0
SNORD103B	0	1	6	1	2	1	2	1	0	0	10	0	0	2	0	0	0	0	0	2	0	0
SNORD85	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-201O14.1	0	0	0	0	0	0	0	3	0	5	0	0	23	0	0	0	0	4	2	0	0	0
RP11-201O14.2	0	1	10	0	10	2	2	0	6	0	0	0	0	0	0	0	4	0	0	1	0	0
SEPW1P	0	0	0	0	1	1	0	0	0	0	1	3	2	0	3	0	0	0	0	0	0	0
RP11-490K7.1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0
NKAIN1	565	758	1238	1164	545	936	621	601	205	193	1017	407	542	1659	632	514	35	28	42	103	0	9
SNRNP40	2170	2165	2662	1647	4347	4237	2224	1718	1632	1598	1341	2386	1304	1230	1676	2488	1203	1028	1206	478	1375	1463
RP11-490K7.4	1	27	53	80	57	76	4	21	64	80	4	32	109	35	7	37	34	32	11	30	254	26
ZCCHC17	15452	12876	12556	10683	27330	21857	14873	8134	11843	8307	10911	10160	10435	11880	17329	19429	6431	5284	4797	9636	5286	6906
RP11-266K22.2	8	4	6	0	14	2	1	2	22	6	6	0	22	0	3	1	2	8	2	0	0	4
FABP3	11968	11536	11632	11868	23541	21964	26761	17173	7523	6611	16581	11834	14636	27608	17961	19071	6528	4426	3381	9723	4747	3611
SERINC2	2	42	25	50	6	77	18	51	27	210	173	39	16	226	176	25	0	2	0	0	0	2
AC114494.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-439L8.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
RNU6-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-439L8.3	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	2	0	0	0	1	0	0
RP11-439L8.4	0	0	0	1	0	0	0	0	0	0	6	1	4	8	8	5	0	0	0	0	0	0
RP11-73M7.1	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
TINAGL1	19	87	160	141	12	78	57	97	18	30	111	376	52	178	46	8	0	0	0	5	0	0
HCRTR1	2	0	0	9	4	12	60	43	1	4	0	125	3	3	2	4	1	1	2	1	5	5
PEF1	4913	5450	4810	4183	13272	17532	5481	5627	5488	5944	6928	6575	7215	7150	9425	11021	43	14	12	2152	29	53
RP11-73M7.9	5	3	28	5	1	15	4	3	1	3	4	0	9	23	5	32	4	4	0	0	0	6
RP11-73M7.6	3	10	0	16	22	42	5	12	7	18	61	0	3	15	0	102	0	1	0	3	0	0
COL16A1	160	218	223	272	116	352	109	196	118	650	1229	440	355	623	125	471	16	29	6	30	7	21
BAI2	894	2362	687	2123	939	4221	536	2146	664	3292	5574	5975	5354	4737	5763	4450	71	53	55	34	9	56
MIR4254	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-84A19.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	19	46	2	4	14	37	128	307	1	19	95	3	23	124	30	13	0	2	2	0	1	2
RP11-84A19.2	17	12	17	20	14	17	12	8	10	12	2	38	1	0	0	0	0	1	1	1	0	1
PTP4A2	16603	14563	24478	19122	28532	28039	19641	13046	11823	9917	10051	9750	9714	6694	11243	10995	27402	23977	24898	11278	30690	32579
100507229	32	12	207	0	98	65	0	37	42	102	67	2	115	22	0	146	15	31	12	4	4	12
RP4-534N18.2	0	2	0	0	12	1	0	3	0	7	22	0	0	0	4	0	4	3	1	4	0	0
KHDRBS1	7493	7332	9587	7293	18117	19413	9883	7399	8060	7072	5786	6812	8363	4272	6882	7350	8095	7194	7966	5459	10639	10269
RP11-277A4.4	7	12	2	2	7	27	10	12	13	16	12	0	22	17	4	1	2	1	0	9	0	0
TMEM39B	1067	1577	877	907	2901	3827	1686	1728	847	1213	1068	1704	1317	1196	1732	1744	9	1	6	82	59	4
MIR5585	0	0	0	0	1	1	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0
KPNA6	18262	20122	17568	16751	38032	36878	28931	19712	11327	10663	6607	8214	7943	10194	7047	7816	7420	5842	6076	15822	7308	5922
RP4-622L5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXLNA	4491	6439	5962	6691	10853	15049	7826	9172	2906	4617	2137	3539	2322	2662	2774	4163	51	40	50	273	22	78
CCDC28B	579	761	454	549	996	1460	374	497	422	714	925	1272	1097	1182	1253	1735	2	3	3	6	2	1
RP4-622L5.7	1	3	0	13	14	18	7	3	4	8	10	0	8	0	34	1	0	0	0	0	0	1
IQCC	351	321	604	458	676	583	613	278	392	269	317	55	283	265	388	241	7	10	0	115	0	8
DCDC2B	1	10	4	27	2	14	0	9	13	15	29	4	15	91	69	2	2	0	0	0	0	1
TMEM234	275	450	457	626	698	1080	495	399	295	480	615	200	757	499	884	970	8	3	5	31	2	6
EIF3I	13036	11004	14108	9454	28024	22539	20654	11400	10276	6369	7341	6773	5786	7168	6448	10148	872	520	634	7424	721	761
MTMR9LP	62	18	19	6	49	83	39	29	29	38	253	0	35	157	111	0	4	0	0	0	3	3
FAM167B	0	0	0	0	0	1	0	0	3	0	2	0	0	1	0	1	0	0	0	0	0	0
LCK	299	197	10	80	1393	1386	143	146	422	307	160	515	359	10	422	227	37	14	6	118	1	9
HDAC1	1377	1224	1347	931	3602	3070	1613	936	1766	1163	1299	562	1550	275	1038	1126	94	95	86	573	77	110
MARCKSL1	1170	1195	2635	2613	1837	2229	1403	1352	704	675	2318	781	738	809	1730	1906	694	683	656	532	835	776
RP4-811H24.9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSSK3	4	2	8	40	3	22	7	5	14	5	27	0	0	18	5	39	0	0	0	5	0	1
RP4-811H24.6	1	14	17	34	4	29	0	4	8	8	48	5	10	26	137	30	0	0	0	2	0	0
BSDC1	7639	8214	6272	6166	14511	19113	7471	8503	5219	4919	7642	6768	6882	6414	6162	7048	1360	1049	831	2187	1463	1264
GAPDHP20	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
LRRC37A12P	0	20	0	0	0	2	14	8	2	0	0	0	0	0	0	0	1	0	0	1	0	1
RP1-27O5.3	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ZBTB8B	45	31	39	44	24	44	88	53	71	25	79	1	49	45	1	70	2	2	2	21	0	9
ZBTB8A	15	33	35	42	30	63	19	48	9	16	30	0	0	0	0	31	31	26	12	14	107	38
ZBTB8OS	1635	1515	1955	1583	3562	2522	2172	1291	1578	1148	1411	1367	1367	1528	1435	2172	1004	872	1645	1348	1701	1707
RBBP4	12440	11866	10812	10724	22237	21171	14613	11434	7577	7351	2474	1084	1264	2637	2650	5141	4904	3347	4217	3902	4260	5071
SYNC	2214	2166	3842	4053	4579	5161	3179	2675	1377	1341	361	605	339	674	416	1092	1726	1573	1511	1307	2415	2258
RP11-114B7.6	0	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0
KIAA1522	466	596	571	722	1282	1527	703	652	425	540	431	869	819	1207	749	646	66	101	25	227	86	73
YARS	7353	5833	7287	5350	14293	15212	11192	8183	4398	4304	2752	2910	2898	5641	4136	2874	227	113	64	1808	76	208
S100PBP	1782	1659	2835	2101	2874	3014	2547	1474	2039	1352	1696	883	895	1127	1123	530	1066	938	893	1059	1054	1011
FNDC5	398	294	1240	1080	901	854	525	384	297	250	881	699	492	1087	157	297	26	5	4	124	10	13
HPCA	5249	22044	6206	23380	8985	46827	7190	31262	2984	18358	21341	16594	13945	34452	15344	17789	60	76	171	1125	59	83
TMEM54	220	306	294	320	402	381	183	206	147	199	479	213	460	381	441	566	2	4	3	24	1	0
AL031602.1	0	0	0	4	0	0	0	1	0	0	0	0	2	11	0	16	3	0	0	1	2	4
RNF19B	1110	805	1369	911	1856	1872	1220	817	1010	793	1084	838	1058	774	964	837	314	260	277	629	432	300
FKSG48	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
RP4-803A2.1	0	0	0	0	27	0	0	0	0	0	0	0	7	0	2	0	0	0	2	0	0	0
RP4-803A2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0
RP1-117O3.2	16	13	50	6	0	16	0	17	25	32	0	0	24	0	0	9	4	4	0	0	0	11
AK2	1523	1572	2387	2281	3131	3999	2632	2168	1327	1520	2377	1667	1987	1853	1995	1733	727	476	370	432	490	575
ADC	215	706	570	974	653	1196	381	358	165	598	814	822	736	349	210	633	6	13	2	14	4	1
TRIM62	160	263	466	262	340	465	347	206	261	341	327	471	179	202	91	417	4	7	2	107	16	1
ZNF362	19	85	50	51	12	128	8	26	11	36	32	121	62	23	34	28	1	2	2	0	0	0
AL513327.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2P	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-415J8.3	1	7	10	9	4	21	8	8	11	6	3	2	14	8	4	33	0	0	0	0	0	0
PHC2	1561	1307	1504	1722	3598	3800	1735	1346	1561	1495	2658	3169	2774	2246	3966	2054	43	27	19	515	8	17
MIR3605	0	0	0	0	1	1	0	0	3	0	7	0	1	0	11	0	0	0	0	0	0	0
RP11-415J8.5	1	0	0	0	6	9	0	0	3	6	0	0	1	0	0	0	0	0	0	20	1	0
AL138837.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR12P	0	2	5	1	1	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1
ZSCAN20	118	57	104	69	298	206	139	113	53	117	58	411	119	23	40	57	136	47	20	76	0	44
RP4-580O19.2	0	0	4	1	0	13	12	7	0	0	0	0	0	0	0	0	0	9	0	0	0	20
CSMD2	977	1265	1102	1302	2185	3536	1434	1671	1289	1706	2158	1620	2081	815	1475	1554	574	457	455	496	740	577
HSPD1P14	3	1	76	0	43	4	0	0	0	5	4	0	0	0	0	0	1	9	0	0	0	0
HMGB4	4	6	0	0	7	5	0	15	0	0	48	1	2	9	0	3	1	10	2	14	0	3
RP5-1007G16.1	0	4	14	0	22	15	7	0	29	13	8	3	66	4	131	4	1	6	0	6	4	7
RNA5SP42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf94	202	95	56	14	118	112	112	47	49	52	145	0	6	20	169	254	5	0	0	2	0	0
AC115286.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf212	3204	2987	2609	2560	7324	7516	2939	2241	2183	2339	3782	3445	3600	4233	4021	4816	319	309	334	916	383	293
